radial_bin_center,mean_laplacian,std_laplacian,count
0.4070319397786861,,,0.0
1.2210958193360584,0.003158787609831598,0.038347456707354816,8.0
2.0351596988934304,-0.0014503178009025273,0.02972403038977679,48.0
2.849223578450803,0.003562208782378022,0.03125684433403402,80.0
3.663287458008175,-0.0014621923073268078,0.030023746878067713,144.0
4.477351337565548,0.0007419059523981792,0.031861875149681106,200.0
5.291415217122919,-0.001102634016434299,0.03119096253916219,240.0
6.105479096680292,-0.0006221133067825787,0.031665654175270494,368.0
6.919542976237664,0.0009947451512217194,0.03130821470592033,552.0
7.733606855795036,-0.00015812189806676548,0.0318742142273099,632.0
8.547670735352408,-0.0003932839929648052,0.031106392641178978,744.0
9.361734614909782,0.0010507041439476274,0.03083182747077234,896.0
10.175798494467152,-0.0007314570340608458,0.03148668171744505,984.0
10.989862374024526,7.631011550655038e-05,0.03088318780111098,1256.0
11.8039262535819,-0.00011076139481787488,0.030065843198240835,1512.0
12.61799013313927,-0.0002976254797961859,0.03094048764380986,1664.0
13.432054012696643,0.000555209537091439,0.03143048492246662,1824.0
14.246117892254013,-0.00016039477046271233,0.03145342279136164,1944.0
15.060181771811386,-1.056387765473395e-05,0.03175506339912149,2312.0
15.874245651368758,0.00015917026023275704,0.03156004001698674,2640.0
16.68830953092613,-0.00048769987757489163,0.030779511899762312,2792.0
17.502373410483504,-3.5839192387325045e-05,0.031390560789210535,3144.0
18.316437290040874,0.0005020865344578941,0.030597764498932443,3416.0
19.130501169598247,-1.8057982034634716e-05,0.030560275394878583,3744.0
19.94456504915562,-0.00031023355935734146,0.031183022737457804,4064.0
20.758628928712994,0.0003007467016110431,0.030939176009659827,4416.0
21.572692808270364,-0.0003540381098704506,0.031305273777725295,5096.0
22.386756687827738,0.0003585516273199448,0.031152468908069483,5016.0
23.200820567385108,-9.414774417159284e-05,0.032028753836190395,5456.0
24.01488444694248,-0.00015788432129364347,0.03474229430873583,5760.0
24.828948326499855,-0.00015263960521900484,0.03417171156968282,5840.0
25.643012206057225,0.0004126304758834436,0.03431698224641304,5184.0
26.4570760856146,-0.00021549231844478233,0.03528455707198151,5168.0
27.27113996517197,-0.00015835066325077467,0.03573263178930964,5064.0
28.085203844729342,2.289245283352735e-05,0.03565589821881752,4368.0
28.899267724286716,0.0005605436194819863,0.03707261108713233,4448.0
29.713331603844086,-0.0003999652625339725,0.03822195175470939,3768.0
30.52739548340146,0.000425229784282735,0.038215057595916535,3368.0
31.34145936295883,-0.0006914402773436903,0.038263840046347405,2904.0
32.1555232425162,0.00016689607880272068,0.04069927317743062,2504.0
32.96958712207358,-0.0005340621746676985,0.04583505570426112,2064.0
33.78365100163094,0.0014069483234103756,0.04750236623860789,1592.0
34.597714881188324,-0.0006184074786998903,0.047344436490822324,1080.0
35.41177876074569,-0.0022080665711712256,0.04654126207038385,800.0
36.22584264030307,0.00497483831104519,0.04671217704241768,504.0
37.03990651986044,-0.0016273077385142284,0.04920691837389873,512.0
37.853970399417804,-0.004191541393131045,0.05777083532333265,192.0
38.668034278975185,0.0021077569596428796,0.06307223546853788,200.0
39.48209815853255,0.002288925921777829,0.07752393907455449,48.0
40.29616203808993,0.007214591225151051,0.07908786219904411,32.0
